episode,step,episode_step,timestamp,battery_level,battery_voltage_V,solar_input_W,wind_input_W,cpu_usage,memory_usage,signal_quality,queue_size,temperature_C,humidity_pct,pressure_hPa,cloud_cover,action,action_name,reward,cumulative_ep_reward,next_battery,next_queue_size,energy_consumed_mJ,energy_harvested_mJ,net_energy_mJ,tx_success,packets_sent,latency_ms,packet_loss,done
66,2361,26,2026-01-16 01:40:00,0.32344,3.3933,0.0,1.3767,0.0402,0.1999,0.5793,16,1.21,60.48,1017.5,0.5288,1,SLEEP_LIGHT,-0.089419,-10.51841,0.3188,17,86.814,3.165,-83.649,0,0,0.0,0,0
66,2362,27,2026-01-16 01:40:30,0.3188,3.3861,0.0047,1.0467,0.07,0.2058,0.591,17,1.22,63.34,1017.1,0.5393,1,SLEEP_LIGHT,-0.059058,-10.57746,0.31384,21,91.586,2.433,-89.153,0,0,0.0,0,0
66,2363,28,2026-01-16 01:41:00,0.31384,3.3763,0.008,1.0116,0.1148,0.282,0.5291,21,1.6,63.15,1017.26,0.5102,1,SLEEP_LIGHT,-0.085642,-10.66311,0.30967,22,77.371,2.243,-75.129,0,0,0.0,0,0
66,2364,29,2026-01-16 01:41:30,0.30967,3.3711,0.0,0.8043,0.4174,0.3895,0.2769,22,3.92,73.58,1017.31,0.5019,3,TX_LOW,-0.517394,-11.1805,0.26885,21,736.726,1.867,-734.859,1,4,49.0,0,0
66,2365,30,2026-01-16 01:42:00,0.26885,3.3195,0.0153,0.9222,0.145,0.3179,0.5299,21,0.98,67.58,1017.64,0.539,1,SLEEP_LIGHT,-0.066119,-11.24662,0.26419,21,85.822,2.085,-83.737,0,0,0.0,0,0
66,2366,31,2026-01-16 01:42:30,0.26419,3.3244,0.0064,1.007,0.0963,0.3977,0.3955,21,2.11,74.26,1017.1,0.5461,1,SLEEP_LIGHT,-0.117501,-11.36412,0.25947,22,87.424,2.436,-84.988,0,0,0.0,0,0
66,2367,32,2026-01-16 01:43:00,0.25947,3.3184,0.0289,1.0696,0.1102,0.2563,0.3378,22,0.65,60.84,1017.36,0.5077,1,SLEEP_LIGHT,-0.116541,-11.48066,0.25482,22,86.534,2.745,-83.789,0,0,0.0,0,0
66,2368,33,2026-01-16 01:43:30,0.25482,3.3093,0.0,0.8311,0.7977,0.546,0.3255,22,4.55,70.17,1017.0,0.5072,5,TX_HIGH,-0.50581,-11.98647,0.18536,11,1251.977,1.764,-1250.213,1,15,68.91,0,0
66,2369,34,2026-01-16 01:44:00,0.18536,3.2243,0.0415,0.6888,0.0548,0.2771,0.2718,11,1.35,64.42,1016.97,0.4945,1,SLEEP_LIGHT,-0.109779,-12.09625,0.17984,12,101.379,2.005,-99.374,0,0,0.0,0,0
66,2370,35,2026-01-16 01:44:30,0.17984,3.2178,0.0016,1.3776,0.199,0.2161,0.3156,12,1.66,58.4,1017.12,0.5109,2,ACTIVE_LOW,-0.341206,-12.43746,0.16067,19,348.347,3.253,-345.094,0,0,0.0,0,0
66,2371,36,2026-01-16 01:45:00,0.16067,3.202,0.0094,1.1257,0.0387,0.2167,0.2575,19,1.05,66.52,1016.77,0.5178,0,SLEEP_DEEP,-0.043776,-12.48123,0.1586,24,39.906,2.756,-37.15,0,0,0.0,0,0
66,2372,37,2026-01-16 01:45:30,0.1586,3.1972,0.0005,0.9314,0.0492,0.3109,0.222,24,1.22,63.51,1017.07,0.495,0,SLEEP_DEEP,-0.007736,-12.48897,0.15639,28,41.898,2.055,-39.842,0,0,0.0,0,0
66,2373,38,2026-01-16 01:46:00,0.15639,3.1975,0.0,0.8387,0.6459,0.6305,0.356,28,3.07,58.25,1016.94,0.5144,4,TX_MED,-1.465533,-13.9545,0.11096,32,819.583,1.888,-817.695,0,0,0.0,1,0
66,2374,39,2026-01-16 01:46:30,0.11096,3.1377,0.0158,1.2394,0.1176,0.2677,0.4956,32,1.16,60.21,1016.86,0.4933,0,SLEEP_DEEP,-0.180255,-14.13476,0.1091,34,36.326,2.87,-33.456,0,0,0.0,0,0
66,2375,40,2026-01-16 01:47:00,0.1091,3.1254,0.0,1.2932,0.137,0.2788,0.5004,34,1.18,66.68,1016.5,0.5416,0,SLEEP_DEEP,-0.203226,-14.33798,0.10693,38,42.245,3.057,-39.188,0,0,0.0,0,0
66,2376,41,2026-01-16 01:47:30,0.10693,3.1404,0.0044,1.6966,0.4132,0.4896,0.6047,38,3.18,71.34,1016.48,0.5693,3,TX_LOW,-0.913907,-15.25189,0.06993,41,669.918,3.974,-665.943,1,2,45.74,0,0
66,2377,42,2026-01-16 01:48:00,0.06993,3.0772,0.0056,1.0707,0.1088,0.3864,0.5377,41,1.36,66.0,1016.87,0.5972,0,SLEEP_DEEP,-0.569544,-15.82143,0.06789,46,39.179,2.409,-36.771,0,0,0.0,0,0
66,2378,43,2026-01-16 01:48:30,0.06789,3.0901,0.022,1.6553,0.1843,0.3138,0.674,46,1.77,74.48,1016.72,0.6097,0,SLEEP_DEEP,-0.544375,-16.36581,0.06601,52,38.02,4.162,-33.858,0,0,0.0,0,0
66,2379,44,2026-01-16 01:49:00,0.06601,3.0773,0.0,1.3057,0.2106,0.4271,0.6007,52,2.2,68.19,1016.44,0.5726,0,SLEEP_DEEP,-0.573179,-16.93899,0.06406,54,37.891,2.811,-35.08,0,0,0.0,0,0
66,2380,45,2026-01-16 01:49:30,0.06406,3.0804,0.0,1.0519,0.1657,0.5086,0.6525,54,1.3,66.53,1016.5,0.5755,0,SLEEP_DEEP,-0.577354,-17.51634,0.0619,56,41.179,2.364,-38.815,0,0,0.0,0,0
66,2381,46,2026-01-16 01:50:00,0.0619,3.0705,0.0139,1.1858,0.1747,0.3488,0.6465,56,2.04,68.07,1016.05,0.573,1,SLEEP_LIGHT,-0.659165,-18.17551,0.05756,59,80.946,2.804,-78.142,0,0,0.0,0,0
66,2382,47,2026-01-16 01:50:30,0.05756,3.0778,0.0006,1.1561,0.1291,0.3562,0.7054,59,1.67,68.59,1016.68,0.5686,0,SLEEP_DEEP,-0.628818,-18.80432,0.05571,60,35.931,2.625,-33.306,0,0,0.0,0,0
66,2383,48,2026-01-16 01:51:00,0.05571,3.0807,0.0,0.8971,0.2025,0.4211,0.6571,60,2.06,69.22,1016.85,0.5405,0,SLEEP_DEEP,-0.585167,-19.38949,0.05377,60,36.895,2.046,-34.849,0,0,0.0,0,0
66,2384,49,2026-01-16 01:51:30,0.05377,3.0614,0.0029,1.1327,0.1353,0.4515,0.6347,60,1.7,73.2,1016.72,0.5792,0,SLEEP_DEEP,-0.609834,-19.99933,0.05177,60,38.647,2.656,-35.991,0,0,0.0,0,0
66,2385,50,2026-01-16 01:52:00,0.05177,3.0541,0.0076,1.5318,0.1968,0.4661,0.641,60,2.85,66.15,1016.7,0.5879,0,SLEEP_DEEP,-2.417162,-22.41649,0.04978,60,39.57,3.639,-35.932,0,0,0.0,0,0
66,2386,51,2026-01-16 01:52:30,0.04978,3.0515,0.0012,1.5161,0.1989,0.4166,0.7404,60,2.73,71.99,1016.63,0.5819,0,SLEEP_DEEP,-2.413899,-24.83039,0.04809,60,33.691,3.221,-30.471,0,0,0.0,0,0
66,2387,52,2026-01-16 01:53:00,0.04809,3.0589,0.0188,1.1408,0.2124,0.4646,0.7602,60,3.33,70.52,1016.6,0.5465,0,SLEEP_DEEP,-2.454947,-27.28533,0.04611,60,38.465,2.857,-35.608,0,0,0.0,0,0
66,2388,53,2026-01-16 01:53:30,0.04611,3.0519,0.0138,0.9955,0.2281,0.463,0.7437,60,2.28,69.39,1016.39,0.5556,0,SLEEP_DEEP,-2.398377,-29.68371,0.04406,60,39.412,2.513,-36.899,0,0,0.0,0,0
66,2389,54,2026-01-16 01:54:00,0.04406,3.0558,0.0,0.9748,0.2038,0.5022,0.8211,60,2.58,72.1,1016.18,0.5961,0,SLEEP_DEEP,-2.422373,-32.10608,0.04202,60,38.869,2.132,-36.737,0,0,0.0,0,0
66,2390,55,2026-01-16 01:54:30,0.04202,3.0465,0.0,1.3379,0.2294,0.5373,0.7431,60,2.46,71.62,1016.3,0.6038,0,SLEEP_DEEP,-2.418295,-34.52438,0.04002,60,39.06,3.049,-36.011,0,0,0.0,0,0
66,2391,56,2026-01-16 01:55:00,0.04002,3.0375,0.0106,1.1405,0.1867,0.4982,0.7013,60,1.8,70.41,1016.29,0.6265,0,SLEEP_DEEP,-2.437341,-36.96172,0.03808,60,37.547,2.761,-34.786,0,0,0.0,0,0
66,2392,57,2026-01-16 01:55:30,0.03808,3.0418,0.0,1.2592,0.8294,0.7455,0.6665,60,4.56,70.31,1016.25,0.5951,5,TX_HIGH,-2.767294,-39.72901,0.0,0,1175.193,2.951,-1172.242,1,8,29.64,0,1
67,2393,1,2026-01-16 01:56:00,0.72127,3.8668,0.0083,1.0025,0.2262,0.2851,0.4425,7,2.57,67.82,1016.63,0.599,2,ACTIVE_LOW,-0.294206,-0.29421,0.70344,8,323.228,2.232,-320.996,0,0,0.0,0,0
67,2394,2,2026-01-16 01:56:30,0.70344,3.8509,0.0,1.2409,0.0848,0.2203,0.867,8,2.08,68.69,1016.74,0.6125,1,SLEEP_LIGHT,-0.04197,-0.33618,0.69883,10,85.68,2.752,-82.928,0,0,0.0,0,0
67,2395,3,2026-01-16 01:57:00,0.69883,3.829,0.0,0.98,0.721,0.4929,0.8536,10,5.01,71.74,1016.63,0.6068,5,TX_HIGH,-0.533514,-0.86969,0.62315,1,1364.302,2.083,-1362.219,1,10,23.06,0,0
67,2396,4,2026-01-16 01:57:30,0.62315,3.7613,0.0169,1.3844,0.3168,0.2643,0.8066,1,3.04,73.31,1016.68,0.6252,3,TX_LOW,-0.564195,-1.43388,0.58903,2,617.628,3.38,-614.248,1,1,30.17,0,0
67,2397,5,2026-01-16 01:58:00,0.58903,3.6917,0.0,1.0024,0.1461,0.1634,0.6074,2,1.55,77.31,1016.97,0.6396,2,ACTIVE_LOW,-0.319072,-1.75296,0.57236,2,302.394,2.321,-300.074,0,0,0.0,0,0
67,2398,6,2026-01-16 01:58:30,0.57236,3.6798,0.0,1.211,0.2148,0.2111,0.605,2,2.54,78.67,1016.4,0.6449,2,ACTIVE_LOW,-0.319013,-2.07197,0.55381,2,336.528,2.728,-333.8,0,0,0.0,0,0
67,2399,7,2026-01-16 01:59:00,0.55381,3.6702,0.0,1.1348,0.1591,0.2571,0.5943,2,2.49,66.79,1015.79,0.6444,2,ACTIVE_LOW,-0.361845,-2.43382,0.53446,2,350.773,2.512,-348.261,0,0,0.0,0,0
67,2400,8,2026-01-16 01:59:30,0.53446,3.6345,0.0,1.1478,0.3773,0.34,0.6675,2,3.83,66.79,1015.61,0.6269,3,TX_LOW,-0.61521,-3.04903,0.49256,1,756.831,2.579,-754.252,1,2,27.34,0,0
67,2401,9,2026-01-16 02:00:00,0.49256,3.5948,0.0,1.1134,0.01,0.115,0.6605,1,1.64,66.84,1016.33,0.6177,0,SLEEP_DEEP,-0.030503,-3.07953,0.49059,2,37.827,2.454,-35.374,0,0,0.0,0,0
67,2402,10,2026-01-16 02:00:30,0.49059,3.5958,0.0164,1.0779,0.1579,0.2442,0.6503,2,2.75,64.56,1016.56,0.5897,2,ACTIVE_LOW,-0.326623,-3.40615,0.47336,3,312.873,2.686,-310.186,0,0,0.0,0,0
67,2403,11,2026-01-16 02:01:00,0.47336,3.5613,0.003,1.3661,0.5447,0.3913,0.6437,3,4.01,62.29,1016.88,0.5972,4,TX_MED,-0.584598,-3.99075,0.42899,1,801.943,3.193,-798.75,1,3,31.41,0,0
67,2404,12,2026-01-16 02:01:30,0.42899,3.5305,0.0016,1.2236,0.194,0.2124,0.5668,1,2.81,70.44,1016.03,0.5958,2,ACTIVE_LOW,-0.374367,-4.36512,0.40928,1,357.354,2.694,-354.659,0,0,0.0,0,0
67,2405,13,2026-01-16 02:02:00,0.40928,3.4966,0.0,1.4063,0.21,0.2256,0.5983,1,3.3,61.0,1016.38,0.6058,2,ACTIVE_LOW,-0.329246,-4.69436,0.39203,2,313.713,3.108,-310.605,0,0,0.0,0,0
67,2406,14,2026-01-16 02:02:30,0.39203,3.4631,0.0142,1.2385,0.0609,0.2095,0.5484,2,1.55,65.37,1016.09,0.6084,1,SLEEP_LIGHT,-0.106059,-4.80042,0.38746,2,85.126,2.982,-82.144,0,0,0.0,0,0
67,2407,15,2026-01-16 02:03:00,0.38746,3.4741,0.0,1.196,0.1471,0.2354,0.6214,2,1.56,80.7,1016.1,0.6445,2,ACTIVE_LOW,-0.318055,-5.11848,0.36935,2,328.593,2.553,-326.04,0,0,0.0,0,0
67,2408,16,2026-01-16 02:03:30,0.36935,3.4577,0.0,1.5266,0.1618,0.2152,0.6544,2,2.48,73.21,1016.38,0.6581,2,ACTIVE_LOW,-0.343377,-5.46185,0.35141,2,326.341,3.478,-322.864,0,0,0.0,0,0
67,2409,17,2026-01-16 02:04:00,0.35141,3.4207,0.0055,1.4725,0.0495,0.0827,0.6704,2,1.76,69.61,1016.73,0.6601,1,SLEEP_LIGHT,-0.065468,-5.52732,0.34686,3,85.398,3.377,-82.022,0,0,0.0,0,0
67,2410,18,2026-01-16 02:04:30,0.34686,3.4078,0.0,1.2397,0.0905,0.2102,0.6551,3,1.61,77.85,1016.2,0.6916,1,SLEEP_LIGHT,-0.107123,-5.63444,0.34201,6,90.016,2.776,-87.239,0,0,0.0,0,0
67,2411,19,2026-01-16 02:05:00,0.34201,3.4147,0.0,0.8904,0.0499,0.0961,0.4869,6,1.83,72.07,1016.36,0.6619,1,SLEEP_LIGHT,-0.137451,-5.77189,0.33729,6,87.027,2.042,-84.985,0,0,0.0,0,0
67,2412,20,2026-01-16 02:05:30,0.33729,3.4021,0.0,1.3042,0.0109,0.1803,0.442,6,1.59,72.77,1016.39,0.6475,1,SLEEP_LIGHT,-0.08614,-5.85803,0.33237,6,91.448,2.858,-88.59,0,0,0.0,0,0
67,2413,21,2026-01-16 02:06:00,0.33237,3.3928,0.0002,1.4553,0.022,0.1128,0.391,6,0.99,64.55,1016.51,0.6586,1,SLEEP_LIGHT,-0.08784,-5.94587,0.32771,6,87.328,3.428,-83.9,0,0,0.0,0,0
67,2414,22,2026-01-16 02:06:30,0.32771,3.3879,0.0,1.3479,0.0932,0.1556,0.4548,6,2.31,70.66,1016.56,0.6523,1,SLEEP_LIGHT,-0.077137,-6.02301,0.32295,9,88.45,2.918,-85.532,0,0,0.0,0,0
67,2415,23,2026-01-16 02:07:00,0.32295,3.393,0.0,1.1098,0.0436,0.2014,0.5525,9,2.34,74.12,1016.33,0.6819,1,SLEEP_LIGHT,-0.048125,-6.07114,0.31827,9,87.035,2.624,-84.412,0,0,0.0,0,0
67,2416,24,2026-01-16 02:07:30,0.31827,3.3898,0.0024,1.2477,0.0161,0.1274,0.5134,9,1.06,77.14,1015.76,0.6774,1,SLEEP_LIGHT,-0.091323,-6.16246,0.31369,9,85.446,3.008,-82.439,0,0,0.0,0,0
67,2417,25,2026-01-16 02:08:00,0.31369,3.3574,0.0,1.2476,0.0769,0.1684,0.468,9,1.59,74.27,1015.91,0.7164,1,SLEEP_LIGHT,-0.071954,-6.23441,0.30895,9,87.971,2.73,-85.242,0,0,0.0,0,0
67,2418,26,2026-01-16 02:08:30,0.30895,3.3724,0.0069,1.138,0.0404,0.2033,0.515,9,1.9,69.22,1015.91,0.7365,1,SLEEP_LIGHT,-0.071154,-6.30557,0.30483,9,76.557,2.489,-74.068,0,0,0.0,0,0
67,2419,27,2026-01-16 02:09:00,0.30483,3.3596,0.0,1.4,0.0354,0.1108,0.5359,9,1.29,76.09,1015.91,0.7491,1,SLEEP_LIGHT,-0.046164,-6.35173,0.30059,9,79.659,3.257,-76.402,0,0,0.0,0,0
67,2420,28,2026-01-16 02:09:30,0.30059,3.3573,0.0,1.4966,0.0552,0.1542,0.504,9,1.75,77.77,1015.82,0.6939,1,SLEEP_LIGHT,-0.096449,-6.44818,0.29568,9,91.914,3.521,-88.394,0,0,0.0,0,0
67,2421,29,2026-01-16 02:10:00,0.29568,3.3537,0.0043,1.1744,0.0996,0.1783,0.5131,9,2.01,72.6,1015.35,0.6654,1,SLEEP_LIGHT,-0.081811,-6.52999,0.29097,9,87.597,2.835,-84.761,0,0,0.0,0,0
67,2422,30,2026-01-16 02:10:30,0.29097,3.3555,0.0,1.7563,0.101,0.1994,0.452,9,0.71,68.42,1015.89,0.6633,1,SLEEP_LIGHT,-0.085122,-6.61511,0.28609,11,91.667,3.854,-87.813,0,0,0.0,0,0
67,2423,31,2026-01-16 02:11:00,0.28609,3.3416,0.0,1.4676,0.0812,0.2262,0.4474,11,2.88,75.43,1015.82,0.6852,1,SLEEP_LIGHT,-0.094156,-6.70927,0.28112,13,92.904,3.454,-89.45,0,0,0.0,0,0
67,2424,32,2026-01-16 02:11:30,0.28112,3.3525,0.0044,1.4825,0.0744,0.236,0.493,13,1.28,78.94,1015.76,0.6759,1,SLEEP_LIGHT,-0.091222,-6.80049,0.27677,14,81.584,3.275,-78.309,0,0,0.0,0,0
67,2425,33,2026-01-16 02:12:00,0.27677,3.3501,0.0073,1.3013,0.0754,0.2584,0.4354,14,2.04,68.2,1015.39,0.665,1,SLEEP_LIGHT,-0.082053,-6.88255,0.27276,16,75.02,2.872,-72.148,0,0,0.0,0,0
67,2426,34,2026-01-16 02:12:30,0.27276,3.338,0.0,1.4863,0.1212,0.2718,0.3891,16,2.49,73.93,1015.52,0.6861,1,SLEEP_LIGHT,-0.060545,-6.94309,0.26866,18,77.069,3.25,-73.819,0,0,0.0,0,0
67,2427,35,2026-01-16 02:13:00,0.26866,3.3209,0.0037,0.7185,0.0604,0.197,0.4821,18,2.34,72.94,1015.51,0.7084,1,SLEEP_LIGHT,-0.09713,-7.04022,0.26415,21,82.85,1.659,-81.191,0,0,0.0,0,0
67,2428,36,2026-01-16 02:13:30,0.26415,3.3176,0.0,1.4171,0.3761,0.3552,0.4386,21,3.6,66.65,1015.54,0.7287,3,TX_LOW,-0.507848,-7.54807,0.22816,19,650.788,2.996,-647.791,1,3,67.95,0,0
67,2429,37,2026-01-16 02:14:00,0.22816,3.2797,0.0,1.0356,0.4562,0.382,0.6114,19,3.29,83.96,1015.38,0.719,3,TX_LOW,-0.225115,-7.77318,0.19183,13,656.19,2.241,-653.949,1,6,39.12,0,0
67,2430,38,2026-01-16 02:14:30,0.19183,3.2174,0.0197,1.2516,0.3829,0.3591,0.6016,13,3.79,70.99,1015.63,0.7136,3,TX_LOW,-0.906224,-8.67941,0.15609,13,646.478,3.1,-643.378,0,0,0.0,1,0
67,2431,39,2026-01-16 02:15:00,0.15609,3.1896,0.0,1.1966,0.3869,0.2987,0.6185,13,3.26,73.13,1015.73,0.706,3,TX_LOW,-1.136002,-9.81541,0.11477,15,746.33,2.552,-743.779,0,0,0.0,1,0
67,2432,40,2026-01-16 02:15:30,0.11477,3.1365,0.0049,0.9396,0.4033,0.3089,0.5636,15,3.94,73.9,1016.1,0.6983,3,TX_LOW,-0.474587,-10.29,0.08271,10,579.135,2.109,-577.026,1,5,22.04,0,0
67,2433,41,2026-01-16 02:16:00,0.08271,3.0952,0.0,1.3446,0.3872,0.4035,0.6809,10,3.58,66.66,1016.01,0.689,3,TX_LOW,-3.0,-13.29,0.04664,10,652.428,3.083,-649.345,0,0,0.0,1,0
67,2434,42,2026-01-16 02:16:30,0.04664,3.0649,0.0031,1.1427,0.1103,0.129,0.5922,10,3.09,70.83,1016.49,0.6876,0,SLEEP_DEEP,-2.247222,-15.53722,0.04454,11,40.234,2.453,-37.781,0,0,0.0,0,0
67,2435,43,2026-01-16 02:17:00,0.04454,3.0366,0.0,1.1304,0.0743,0.1986,0.546,11,1.46,67.23,1016.52,0.6773,0,SLEEP_DEEP,-2.267275,-17.8045,0.04252,12,38.706,2.429,-36.277,0,0,0.0,0,0
67,2436,44,2026-01-16 02:17:30,0.04252,3.0497,0.0,1.0988,0.1413,0.2403,0.5966,12,2.48,70.74,1016.2,0.6345,0,SLEEP_DEEP,-2.22544,-20.02993,0.04045,12,39.878,2.55,-37.328,0,0,0.0,0,0
67,2437,45,2026-01-16 02:18:00,0.04045,3.0454,0.0001,1.0959,0.0426,0.2148,0.684,12,1.95,64.7,1016.76,0.5991,0,SLEEP_DEEP,-2.242024,-22.27196,0.03839,13,39.405,2.423,-36.982,0,0,0.0,0,0
67,2438,46,2026-01-16 02:18:30,0.03839,3.0533,0.0,1.2604,0.0395,0.184,0.5915,13,2.35,68.59,1016.8,0.5995,0,SLEEP_DEEP,-2.23934,-24.5113,0.03662,13,34.852,2.847,-32.005,0,0,0.0,0,0
67,2439,47,2026-01-16 02:19:00,0.03662,3.0508,0.0,1.5003,0.0527,0.1429,0.5012,13,2.76,64.73,1016.77,0.6054,0,SLEEP_DEEP,-2.205273,-26.71657,0.03467,13,38.27,3.281,-34.989,0,0,0.0,0,0
67,2440,48,2026-01-16 02:19:30,0.03467,3.0467,0.0066,1.422,0.0481,0.2151,0.5665,13,2.27,72.2,1016.98,0.6234,0,SLEEP_DEEP,-2.239746,-28.95632,0.03297,15,33.99,3.281,-30.709,0,0,0.0,0,0
67,2441,49,2026-01-16 02:20:00,0.03297,3.0482,0.0033,1.7224,0.1161,0.2603,0.5922,15,2.76,73.87,1017.07,0.6048,0,SLEEP_DEEP,-2.254227,-31.21054,0.03114,16,37.03,4.149,-32.881,0,0,0.0,0,0
67,2442,50,2026-01-16 02:20:30,0.03114,3.0433,0.0,1.344,0.0552,0.2471,0.7455,16,2.58,76.04,1017.3,0.6079,0,SLEEP_DEEP,-2.260457,-33.471,0.02924,16,37.26,3.1,-34.159,0,0,0.0,0,0
67,2443,51,2026-01-16 02:21:00,0.02924,3.0248,0.0,1.0515,0.0265,0.1164,0.7521,16,1.83,73.02,1017.34,0.6224,0,SLEEP_DEEP,-2.244743,-35.71574,0.02742,16,35.047,2.253,-32.793,0,0,0.0,0,0
67,2444,52,2026-01-16 02:21:30,0.02742,3.0355,0.02,0.8792,0.0763,0.2041,0.6031,16,0.75,62.82,1017.72,0.6366,0,SLEEP_DEEP,-2.203508,-37.91925,0.02539,17,38.751,2.211,-36.539,0,0,0.0,0,0
67,2445,53,2026-01-16 02:22:00,0.02539,3.0211,0.0,1.6871,0.0308,0.1686,0.598,17,1.57,77.06,1017.49,0.6645,0,SLEEP_DEEP,-2.237707,-40.15696,0.02347,19,38.479,3.991,-34.488,0,0,0.0,0,0
67,2446,54,2026-01-16 02:22:30,0.02347,3.024,0.0,1.4799,0.0254,0.2256,0.6586,19,2.33,70.39,1017.98,0.6838,0,SLEEP_DEEP,-2.216112,-42.37307,0.02152,20,38.367,3.275,-35.092,0,0,0.0,0,0
67,2447,55,2026-01-16 02:23:00,0.02152,3.0249,0.0045,1.4941,0.0486,0.1857,0.7572,20,3.1,74.0,1018.42,0.679,0,SLEEP_DEEP,-2.232985,-44.60606,0.0,0,39.874,3.267,-36.607,0,0,0.0,0,1
68,2448,1,2026-01-16 02:23:30,0.88955,4.0663,0.0,1.2128,0.4535,0.3804,0.7978,8,3.52,68.98,1018.52,0.6703,3,TX_LOW,-0.092842,-0.09284,0.85578,2,610.552,2.592,-607.96,1,6,28.81,0,0
68,2449,2,2026-01-16 02:24:00,0.85578,4.0235,0.0155,1.6805,0.6898,0.4643,0.8332,2,5.0,74.2,1018.21,0.683,5,TX_HIGH,-1.053884,-1.14673,0.78664,1,1248.442,3.895,-1244.547,1,2,18.99,0,0
68,2450,3,2026-01-16 02:24:30,0.78664,3.9474,0.0,0.9798,0.3454,0.288,0.748,1,3.58,71.92,1018.37,0.6956,3,TX_LOW,-0.893159,-2.03988,0.74832,1,691.939,2.224,-689.715,0,0,0.0,1,0
68,2451,4,2026-01-16 02:25:00,0.74832,3.9098,0.0018,1.5208,0.3272,0.257,0.8211,1,4.37,77.54,1018.45,0.6741,3,TX_LOW,-0.824432,-2.86432,0.71421,4,617.264,3.334,-613.93,0,0,0.0,1,0
68,2452,5,2026-01-16 02:25:30,0.71421,3.8641,0.0,1.2941,0.3661,0.3311,0.8032,4,3.76,75.21,1018.61,0.6924,3,TX_LOW,-0.224417,-3.08873,0.68317,1,561.654,2.968,-558.685,1,4,30.89,0,0
68,2453,6,2026-01-16 02:26:00,0.68317,3.82,0.01,1.3721,0.1296,0.1363,0.7329,1,2.99,77.76,1018.8,0.6906,2,ACTIVE_LOW,-0.282679,-3.37141,0.66476,1,334.481,2.981,-331.5,0,0,0.0,0,0
68,2454,7,2026-01-16 02:26:30,0.66476,3.7898,0.0,1.2239,0.1702,0.1606,0.8934,1,3.12,72.16,1018.67,0.6832,2,ACTIVE_LOW,-0.293866,-3.66528,0.64623,1,336.335,2.911,-333.425,0,0,0.0,0,0
68,2455,8,2026-01-16 02:27:00,0.64623,3.759,0.0,1.1298,0.1962,0.3214,0.8134,1,2.26,69.61,1018.68,0.6828,2,ACTIVE_LOW,-0.276356,-3.94163,0.62863,3,319.277,2.392,-316.884,0,0,0.0,0,0
68,2456,9,2026-01-16 02:27:30,0.62863,3.7575,0.0,1.1297,0.2033,0.1688,0.7138,3,2.75,77.86,1018.87,0.6664,2,ACTIVE_LOW,-0.29689,-4.23853,0.61011,3,335.825,2.453,-333.371,0,0,0.0,0,0
68,2457,10,2026-01-16 02:28:00,0.61011,3.7407,0.0,1.331,0.365,0.2852,0.7,3,3.82,71.92,1018.6,0.6763,3,TX_LOW,-0.523058,-4.76158,0.57002,0,724.709,3.083,-721.626,1,3,30.93,0,0
68,2458,11,2026-01-16 02:28:30,0.57002,3.6701,0.015,2.1042,0.0478,0.2154,0.6976,0,2.44,74.24,1018.66,0.7115,1,SLEEP_LIGHT,-0.0851,-4.84668,0.56612,0,74.955,4.818,-70.137,0,0,0.0,0,0
68,2459,12,2026-01-16 02:29:00,0.56612,3.6984,0.0039,1.343,0.0138,0.0936,0.6211,0,2.57,68.29,1018.55,0.653,0,SLEEP_DEEP,-0.071824,-4.91851,0.56412,0,38.958,3.035,-35.923,0,0,0.0,0,0
68,2460,13,2026-01-16 02:29:30,0.56412,3.6704,0.0053,0.955,0.4116,0.3455,0.6451,0,3.58,71.46,1018.73,0.6491,2,ACTIVE_LOW,-0.336266,-5.25477,0.54564,0,335.002,2.28,-332.721,0,0,0.0,0,0
68,2461,14,2026-01-16 02:30:00,0.54564,3.641,0.0,1.1485,0.1699,0.1641,0.6006,0,2.52,74.8,1019.24,0.6551,2,ACTIVE_LOW,-0.348088,-5.60286,0.52645,1,348.075,2.573,-345.502,0,0,0.0,0,0
68,2462,15,2026-01-16 02:30:30,0.52645,3.6281,0.0036,1.6361,0.4575,0.3201,0.7318,1,3.08,71.6,1019.81,0.6782,3,TX_LOW,-0.647605,-6.25047,0.48816,0,692.774,3.604,-689.17,1,1,23.28,0,0
68,2463,16,2026-01-16 02:31:00,0.48816,3.5824,0.0,1.6277,0.385,0.2634,0.717,0,3.28,72.69,1020.0,0.6633,3,TX_LOW,-0.950583,-7.20105,0.44862,2,715.199,3.452,-711.747,0,0,0.0,0,0
68,2464,17,2026-01-16 02:31:30,0.44862,3.556,0.0,1.3523,0.0399,0.0901,0.6674,2,1.65,70.52,1020.22,0.6409,1,SLEEP_LIGHT,-0.095246,-7.29629,0.44359,3,93.725,3.182,-90.543,0,0,0.0,0,0
68,2465,18,2026-01-16 02:32:00,0.44359,3.5495,0.0,1.3599,0.2063,0.2111,0.7145,3,2.74,67.02,1020.32,0.6272,2,ACTIVE_LOW,-0.27566,-7.57195,0.4266,3,308.987,3.156,-305.831,0,0,0.0,0,0
68,2466,19,2026-01-16 02:32:30,0.4266,3.5085,0.0052,1.1468,0.1658,0.1869,0.6273,3,3.24,71.71,1019.82,0.6305,2,ACTIVE_LOW,-0.378522,-7.95048,0.40722,3,351.408,2.586,-348.821,0,0,0.0,0,0
