Date,City,PM25
2010-01-29,Sekondi-Takoradi,31.7
2010-01-29,Somanya,46.7
2010-01-29,Sunyani,42.1
2010-01-29,Tamale,93.0
2010-01-29,Techiman,41.5
2010-01-29,Tema,34.3
2010-01-29,Wa,94.3
2010-01-30,Accra,32.8
2010-01-30,Bolgatanga,75.8
2010-01-30,Cape Coast,36.2
2010-01-30,Dambai,77.6
2010-01-30,Damongo,115.7
2010-01-30,Goaso,43.4
2010-01-30,Ho,50.1
2010-01-30,Kintampo,100.6
2010-01-30,Koforidua,40.0
2010-01-30,Kumasi,44.4
2010-01-30,Nalerigu,86.4
2010-01-30,Navrongo,69.2
2010-01-30,Sefwi Wiawso,35.8
2010-01-30,Sekondi-Takoradi,35.3
2010-01-30,Somanya,61.5
2010-01-30,Sunyani,73.9
2010-01-30,Tamale,74.3
2010-01-30,Techiman,94.8
2010-01-30,Tema,39.6
2010-01-30,Wa,81.4
2010-01-31,Accra,35.1
2010-01-31,Bolgatanga,80.2
2010-01-31,Cape Coast,35.1
2010-01-31,Dambai,41.7
2010-01-31,Damongo,83.0
2010-01-31,Goaso,42.8
2010-01-31,Ho,37.4
2010-01-31,Kintampo,99.3
2010-01-31,Koforidua,43.1
2010-01-31,Kumasi,40.6
2010-01-31,Nalerigu,69.8
2010-01-31,Navrongo,92.9
2010-01-31,Sefwi Wiawso,34.5
2010-01-31,Sekondi-Takoradi,36.3
2010-01-31,Somanya,45.8
2010-01-31,Sunyani,51.8
2010-01-31,Tamale,70.8
2010-01-31,Techiman,53.4
2010-01-31,Tema,35.1
2010-01-31,Wa,75.6
2010-02-01,Accra,34.1
2010-02-01,Bolgatanga,80.4
2010-02-01,Cape Coast,35.7
2010-02-01,Dambai,46.0
2010-02-01,Damongo,73.0
2010-02-01,Goaso,44.4
2010-02-01,Ho,33.7
2010-02-01,Kintampo,103.5
2010-02-01,Koforidua,38.5
2010-02-01,Kumasi,40.3
2010-02-01,Nalerigu,80.7
2010-02-01,Navrongo,87.7
2010-02-01,Sefwi Wiawso,33.8
2010-02-01,Sekondi-Takoradi,36.7
2010-02-01,Somanya,37.0
2010-02-01,Sunyani,56.9
2010-02-01,Tamale,88.5
2010-02-01,Techiman,61.9
2010-02-01,Tema,34.9
2010-02-01,Wa,80.7
2010-02-02,Accra,27.8
2010-02-02,Bolgatanga,78.3
2010-02-02,Cape Coast,30.9
2010-02-02,Dambai,56.5
2010-02-02,Damongo,85.4
2010-02-02,Goaso,66.0
2010-02-02,Ho,36.8
2010-02-02,Kintampo,95.1
2010-02-02,Koforidua,37.0
2010-02-02,Kumasi,65.8
2010-02-02,Nalerigu,83.5
2010-02-02,Navrongo,88.0
2010-02-02,Sefwi Wiawso,39.3
2010-02-02,Sekondi-Takoradi,32.5
2010-02-02,Somanya,37.9
2010-02-02,Sunyani,63.7
2010-02-02,Tamale,73.7
2010-02-02,Techiman,60.9
2010-02-02,Tema,33.1
2010-02-02,Wa,93.9
2010-02-03,Accra,33.1
2010-02-03,Bolgatanga,71.3
2010-02-03,Cape Coast,28.8
2010-02-03,Dambai,48.1
2010-02-03,Damongo,82.5
2010-02-03,Goaso,41.7
2010-02-03,Ho,45.7
2010-02-03,Kintampo,85.8
2010-02-03,Koforidua,40.1
2010-02-03,Kumasi,43.6
2010-02-03,Nalerigu,86.2
2010-02-03,Navrongo,70.4
2010-02-03,Sefwi Wiawso,33.7
2010-02-03,Sekondi-Takoradi,29.7
2010-02-03,Somanya,48.1
2010-02-03,Sunyani,52.1
2010-02-03,Tamale,104.4
2010-02-03,Techiman,57.9
2010-02-03,Tema,32.4
2010-02-03,Wa,88.8
2010-02-04,Accra,33.4
2010-02-04,Bolgatanga,116.9
2010-02-04,Cape Coast,34.5
2010-02-04,Dambai,37.4
2010-02-04,Damongo,89.5
2010-02-04,Goaso,38.4
2010-02-04,Ho,31.8
2010-02-04,Kintampo,73.3
2010-02-04,Koforidua,30.5
2010-02-04,Kumasi,39.3
2010-02-04,Nalerigu,112.5
2010-02-04,Navrongo,89.4
2010-02-04,Sefwi Wiawso,32.3
2010-02-04,Sekondi-Takoradi,33.7
2010-02-04,Somanya,31.2
2010-02-04,Sunyani,40.1
2010-02-04,Tamale,99.3
2010-02-04,Techiman,44.2
2010-02-04,Tema,33.0
2010-02-04,Wa,96.0
2010-02-05,Accra,30.4
2010-02-05,Bolgatanga,82.9
2010-02-05,Cape Coast,35.2
2010-02-05,Dambai,49.3
2010-02-05,Damongo,108.8
2010-02-05,Goaso,42.9
2010-02-05,Ho,36.9
2010-02-05,Kintampo,76.6
2010-02-05,Koforidua,38.5
2010-02-05,Kumasi,40.5
2010-02-05,Nalerigu,92.7
2010-02-05,Navrongo,68.5
2010-02-05,Sefwi Wiawso,34.3
2010-02-05,Sekondi-Takoradi,35.3
2010-02-05,Somanya,35.0
2010-02-05,Sunyani,45.2
2010-02-05,Tamale,101.6
2010-02-05,Techiman,44.9
2010-02-05,Tema,31.0
2010-02-05,Wa,115.2
2010-02-06,Accra,45.8
2010-02-06,Bolgatanga,94.3
2010-02-06,Cape Coast,37.7
2010-02-06,Dambai,66.4
2010-02-06,Damongo,85.8
2010-02-06,Goaso,60.6
2010-02-06,Ho,66.1
2010-02-06,Kintampo,104.9
2010-02-06,Koforidua,61.8
2010-02-06,Kumasi,61.7
2010-02-06,Nalerigu,88.9
2010-02-06,Navrongo,89.1
2010-02-06,Sefwi Wiawso,39.8
2010-02-06,Sekondi-Takoradi,33.9
2010-02-06,Somanya,60.1
2010-02-06,Sunyani,102.0
2010-02-06,Tamale,79.0
2010-02-06,Techiman,98.2
2010-02-06,Tema,45.7
2010-02-06,Wa,93.0
2010-02-07,Accra,35.0
2010-02-07,Bolgatanga,92.1
2010-02-07,Cape Coast,37.1
2010-02-07,Dambai,68.3
2010-02-07,Damongo,121.9
2010-02-07,Goaso,77.4
2010-02-07,Ho,37.8
2010-02-07,Kintampo,117.2
2010-02-07,Koforidua,39.6
2010-02-07,Kumasi,54.7
2010-02-07,Nalerigu,109.0
2010-02-07,Navrongo,91.4
2010-02-07,Sefwi Wiawso,46.3
2010-02-07,Sekondi-Takoradi,37.1
2010-02-07,Somanya,47.1
2010-02-07,Sunyani,87.9
2010-02-07,Tamale,93.6
2010-02-07,Techiman,120.0
2010-02-07,Tema,37.0
2010-02-07,Wa,94.7
2010-02-08,Accra,35.9
2010-02-08,Bolgatanga,83.7
2010-02-08,Cape Coast,42.5
2010-02-08,Dambai,88.8
2010-02-08,Damongo,100.9
2010-02-08,Goaso,46.6
2010-02-08,Ho,60.0
2010-02-08,Kintampo,92.6
2010-02-08,Koforidua,63.6
2010-02-08,Kumasi,48.6
2010-02-08,Nalerigu,88.6
2010-02-08,Navrongo,90.8
2010-02-08,Sefwi Wiawso,47.6
2010-02-08,Sekondi-Takoradi,34.2
2010-02-08,Somanya,66.2
2010-02-08,Sunyani,66.0
2010-02-08,Tamale,95.3
2010-02-08,Techiman,81.0
2010-02-08,Tema,36.1
2010-02-08,Wa,97.4
2010-02-09,Accra,31.8
2010-02-09,Bolgatanga,107.1
2010-02-09,Cape Coast,36.4
2010-02-09,Dambai,46.8
2010-02-09,Damongo,114.9
2010-02-09,Goaso,45.0
2010-02-09,Ho,37.2
2010-02-09,Kintampo,55.8
2010-02-09,Koforidua,35.5
2010-02-09,Kumasi,36.8
2010-02-09,Nalerigu,111.6
2010-02-09,Navrongo,123.7
2010-02-09,Sefwi Wiawso,34.8
2010-02-09,Sekondi-Takoradi,34.0
2010-02-09,Somanya,36.3
2010-02-09,Sunyani,58.7
2010-02-09,Tamale,109.8
2010-02-09,Techiman,52.1
2010-02-09,Tema,33.6
2010-02-09,Wa,121.9
2010-02-10,Accra,32.2
2010-02-10,Bolgatanga,101.0
2010-02-10,Cape Coast,35.4
2010-02-10,Dambai,39.0
2010-02-10,Damongo,95.6
2010-02-10,Goaso,35.5
2010-02-10,Ho,38.8
2010-02-10,Kintampo,73.7
2010-02-10,Koforidua,36.8
2010-02-10,Kumasi,33.1
2010-02-10,Nalerigu,97.4
2010-02-10,Navrongo,111.4
2010-02-10,Sefwi Wiawso,35.7
2010-02-10,Sekondi-Takoradi,35.4
2010-02-10,Somanya,36.6
2010-02-10,Sunyani,41.1
2010-02-10,Tamale,101.6
2010-02-10,Techiman,41.4
2010-02-10,Tema,33.6
2010-02-10,Wa,107.7
2010-02-11,Accra,31.9
2010-02-11,Bolgatanga,121.7
2010-02-11,Cape Coast,37.5
2010-02-11,Dambai,47.1
2010-02-11,Damongo,57.7
2010-02-11,Goaso,30.7
2010-02-11,Ho,43.7
2010-02-11,Kintampo,49.9
2010-02-11,Koforidua,39.0
2010-02-11,Kumasi,38.4
2010-02-11,Nalerigu,115.5
2010-02-11,Navrongo,119.0
2010-02-11,Sefwi Wiawso,30.7
2010-02-11,Sekondi-Takoradi,36.7
2010-02-11,Somanya,38.9
2010-02-11,Sunyani,32.2
2010-02-11,Tamale,64.2
2010-02-11,Techiman,35.4
2010-02-11,Tema,32.8
2010-02-11,Wa,100.8
2010-02-12,Accra,35.5
2010-02-12,Bolgatanga,87.3
2010-02-12,Cape Coast,36.7
2010-02-12,Dambai,43.7
2010-02-12,Damongo,34.9
2010-02-12,Goaso,34.4
2010-02-12,Ho,39.0
2010-02-12,Kintampo,34.4
2010-02-12,Koforidua,33.9
2010-02-12,Kumasi,35.0
2010-02-12,Nalerigu,76.2
2010-02-12,Navrongo,84.6
2010-02-12,Sefwi Wiawso,35.8
2010-02-12,Sekondi-Takoradi,35.9
2010-02-12,Somanya,35.1
2010-02-12,Sunyani,30.6
2010-02-12,Tamale,36.9
2010-02-12,Techiman,31.0
2010-02-12,Tema,36.6
2010-02-12,Wa,40.1
2010-02-13,Accra,34.4
2010-02-13,Bolgatanga,36.4
2010-02-13,Cape Coast,36.7
2010-02-13,Dambai,35.5
2010-02-13,Damongo,28.5
2010-02-13,Goaso,34.5
2010-02-13,Ho,39.4
2010-02-13,Kintampo,35.0
2010-02-13,Koforidua,40.5
2010-02-13,Kumasi,39.8
2010-02-13,Nalerigu,37.3
2010-02-13,Navrongo,37.0
2010-02-13,Sefwi Wiawso,34.1
2010-02-13,Sekondi-Takoradi,36.6
2010-02-13,Somanya,35.9
2010-02-13,Sunyani,38.4
2010-02-13,Tamale,33.8
2010-02-13,Techiman,36.9
2010-02-13,Tema,34.6
2010-02-13,Wa,33.3
2010-02-14,Accra,25.0
2010-02-14,Bolgatanga,61.8
2010-02-14,Cape Coast,29.9
2010-02-14,Dambai,31.3
2010-02-14,Damongo,36.9
2010-02-14,Goaso,29.7
2010-02-14,Ho,30.0
2010-02-14,Kintampo,36.4
2010-02-14,Koforidua,28.6
2010-02-14,Kumasi,27.4
2010-02-14,Nalerigu,65.0
2010-02-14,Navrongo,62.0
2010-02-14,Sefwi Wiawso,28.8
2010-02-14,Sekondi-Takoradi,29.3
2010-02-14,Somanya,27.5
2010-02-14,Sunyani,31.7
2010-02-14,Tamale,40.5
2010-02-14,Techiman,29.5
2010-02-14,Tema,24.8
2010-02-14,Wa,48.3
2010-02-15,Accra,34.5
2010-02-15,Bolgatanga,55.8
2010-02-15,Cape Coast,41.5
2010-02-15,Dambai,31.9
2010-02-15,Damongo,32.4
2010-02-15,Goaso,32.4
2010-02-15,Ho,46.7
2010-02-15,Kintampo,28.4
2010-02-15,Koforidua,44.2
2010-02-15,Kumasi,32.6
2010-02-15,Nalerigu,56.2
2010-02-15,Navrongo,54.0
2010-02-15,Sefwi Wiawso,31.3
2010-02-15,Sekondi-Takoradi,33.1
2010-02-15,Somanya,36.4
2010-02-15,Sunyani,30.9
2010-02-15,Tamale,35.2
2010-02-15,Techiman,31.9
2010-02-15,Tema,60.1
2010-02-15,Wa,28.1
2010-02-16,Accra,29.6
2010-02-16,Bolgatanga,47.8
2010-02-16,Cape Coast,40.4
2010-02-16,Dambai,31.4
2010-02-16,Damongo,32.4
2010-02-16,Goaso,38.0
2010-02-16,Ho,35.0
2010-02-16,Kintampo,31.0
2010-02-16,Koforidua,33.1
2010-02-16,Kumasi,37.0
2010-02-16,Nalerigu,32.1
2010-02-16,Navrongo,59.0
2010-02-16,Sefwi Wiawso,31.7
2010-02-16,Sekondi-Takoradi,37.8
2010-02-16,Somanya,32.5
2010-02-16,Sunyani,35.4
2010-02-16,Tamale,43.1
2010-02-16,Techiman,35.1
2010-02-16,Tema,47.2
2010-02-16,Wa,40.2
2010-02-17,Accra,28.6
2010-02-17,Bolgatanga,71.2
2010-02-17,Cape Coast,30.1
2010-02-17,Dambai,35.4
2010-02-17,Damongo,34.6
2010-02-17,Goaso,33.5
2010-02-17,Ho,34.9
2010-02-17,Kintampo,32.2
2010-02-17,Koforidua,35.1
2010-02-17,Kumasi,33.3
2010-02-17,Nalerigu,60.0
2010-02-17,Navrongo,70.7
2010-02-17,Sefwi Wiawso,32.8
2010-02-17,Sekondi-Takoradi,29.5
2010-02-17,Somanya,33.0
2010-02-17,Sunyani,33.7
2010-02-17,Tamale,49.9
2010-02-17,Techiman,36.0
2010-02-17,Tema,31.0
2010-02-17,Wa,44.7
2010-02-18,Accra,25.5
2010-02-18,Bolgatanga,80.5
2010-02-18,Cape Coast,31.3
2010-02-18,Dambai,37.9
2010-02-18,Damongo,41.5
2010-02-18,Goaso,33.0
2010-02-18,Ho,33.5
2010-02-18,Kintampo,33.7
2010-02-18,Koforidua,27.9
2010-02-18,Kumasi,33.9
2010-02-18,Nalerigu,77.3
2010-02-18,Navrongo,70.8
2010-02-18,Sefwi Wiawso,27.1
2010-02-18,Sekondi-Takoradi,31.1
2010-02-18,Somanya,32.0
2010-02-18,Sunyani,33.1
2010-02-18,Tamale,36.0
2010-02-18,Techiman,32.0
2010-02-18,Tema,24.2
2010-02-18,Wa,45.0
2010-02-19,Accra,30.0
2010-02-19,Bolgatanga,68.1
2010-02-19,Cape Coast,30.6
2010-02-19,Dambai,35.7
2010-02-19,Damongo,40.6
2010-02-19,Goaso,32.8
2010-02-19,Ho,32.6
2010-02-19,Kintampo,32.8
2010-02-19,Koforidua,36.0
2010-02-19,Kumasi,32.1
2010-02-19,Nalerigu,65.4
2010-02-19,Navrongo,68.6
2010-02-19,Sefwi Wiawso,35.7
2010-02-19,Sekondi-Takoradi,30.3
2010-02-19,Somanya,30.8
2010-02-19,Sunyani,32.2
2010-02-19,Tamale,55.2
2010-02-19,Techiman,33.5
2010-02-19,Tema,27.4
2010-02-19,Wa,62.4
2010-02-20,Accra,29.1
2010-02-20,Bolgatanga,77.8
2010-02-20,Cape Coast,30.3
2010-02-20,Dambai,35.6
2010-02-20,Damongo,43.9
2010-02-20,Goaso,27.3
2010-02-20,Ho,31.8
2010-02-20,Kintampo,32.2
2010-02-20,Koforidua,27.6
2010-02-20,Kumasi,30.2
2010-02-20,Nalerigu,72.8
2010-02-20,Navrongo,88.0
2010-02-20,Sefwi Wiawso,26.4
2010-02-20,Sekondi-Takoradi,28.6
2010-02-20,Somanya,31.4
2010-02-20,Sunyani,30.4
2010-02-20,Tamale,57.6
2010-02-20,Techiman,31.3
2010-02-20,Tema,29.2
2010-02-20,Wa,60.2
2010-02-21,Accra,29.5
2010-02-21,Bolgatanga,86.8
2010-02-21,Cape Coast,29.9
2010-02-21,Dambai,34.2
2010-02-21,Damongo,50.1
2010-02-21,Goaso,31.9
2010-02-21,Ho,32.5
2010-02-21,Kintampo,32.1
2010-02-21,Koforidua,35.3
2010-02-21,Kumasi,29.8
2010-02-21,Nalerigu,89.3
2010-02-21,Navrongo,79.8
2010-02-21,Sefwi Wiawso,32.8
2010-02-21,Sekondi-Takoradi,27.2
2010-02-21,Somanya,32.4
2010-02-21,Sunyani,33.3
2010-02-21,Tamale,80.9
2010-02-21,Techiman,33.0
2010-02-21,Tema,30.5
2010-02-21,Wa,75.5
2010-02-22,Accra,26.9
2010-02-22,Bolgatanga,70.6
2010-02-22,Cape Coast,29.4
2010-02-22,Dambai,32.3
2010-02-22,Damongo,37.3
2010-02-22,Goaso,26.5
2010-02-22,Ho,26.3
2010-02-22,Kintampo,37.1
2010-02-22,Koforidua,26.7
2010-02-22,Kumasi,25.9
2010-02-22,Nalerigu,77.9
2010-02-22,Navrongo,95.7
2010-02-22,Sefwi Wiawso,24.4
2010-02-22,Sekondi-Takoradi,28.4
2010-02-22,Somanya,24.1
2010-02-22,Sunyani,26.7
2010-02-22,Tamale,59.1
2010-02-22,Techiman,27.0
2010-02-22,Tema,26.8
2010-02-22,Wa,78.1
2010-02-23,Accra,27.5
2010-02-23,Bolgatanga,89.5
2010-02-23,Cape Coast,29.5
2010-02-23,Dambai,32.0
2010-02-23,Damongo,48.9
2010-02-23,Goaso,30.1
2010-02-23,Ho,32.9
2010-02-23,Kintampo,34.8
2010-02-23,Koforidua,32.3
2010-02-23,Kumasi,28.1
2010-02-23,Nalerigu,68.9
2010-02-23,Navrongo,86.5
2010-02-23,Sefwi Wiawso,31.9
2010-02-23,Sekondi-Takoradi,28.7
2010-02-23,Somanya,33.2
2010-02-23,Sunyani,28.9
2010-02-23,Tamale,50.4
2010-02-23,Techiman,29.0
2010-02-23,Tema,27.9
2010-02-23,Wa,69.9
2010-02-24,Accra,26.6
2010-02-24,Bolgatanga,87.6
2010-02-24,Cape Coast,28.2
2010-02-24,Dambai,30.1
2010-02-24,Damongo,73.0
2010-02-24,Goaso,31.8
2010-02-24,Ho,27.3
2010-02-24,Kintampo,35.4
2010-02-24,Koforidua,30.1
2010-02-24,Kumasi,30.9
2010-02-24,Nalerigu,78.7
2010-02-24,Navrongo,91.2
2010-02-24,Sefwi Wiawso,29.8
2010-02-24,Sekondi-Takoradi,27.8
2010-02-24,Somanya,28.3
2010-02-24,Sunyani,32.0
2010-02-24,Tamale,76.3
2010-02-24,Techiman,29.6
2010-02-24,Tema,26.0
2010-02-24,Wa,93.2
2010-02-25,Accra,26.3
2010-02-25,Bolgatanga,87.3
2010-02-25,Cape Coast,27.5
2010-02-25,Dambai,35.5
2010-02-25,Damongo,44.8
2010-02-25,Goaso,24.3
2010-02-25,Ho,26.1
2010-02-25,Kintampo,37.3
2010-02-25,Koforidua,27.9
2010-02-25,Kumasi,24.7
2010-02-25,Nalerigu,86.3
2010-02-25,Navrongo,89.1
2010-02-25,Sefwi Wiawso,23.8
2010-02-25,Sekondi-Takoradi,26.0
2010-02-25,Somanya,25.5
2010-02-25,Sunyani,30.2
2010-02-25,Tamale,55.6
2010-02-25,Techiman,27.7
2010-02-25,Tema,26.2
2010-02-25,Wa,89.2
2010-02-26,Accra,26.6
2010-02-26,Bolgatanga,102.1
2010-02-26,Cape Coast,27.6
2010-02-26,Dambai,28.7
2010-02-26,Damongo,48.7
2010-02-26,Goaso,26.7
2010-02-26,Ho,29.0
2010-02-26,Kintampo,31.9
2010-02-26,Koforidua,28.7
2010-02-26,Kumasi,26.2
2010-02-26,Nalerigu,79.6
2010-02-26,Navrongo,77.1
2010-02-26,Sefwi Wiawso,24.9
2010-02-26,Sekondi-Takoradi,26.1
2010-02-26,Somanya,21.8
2010-02-26,Sunyani,25.8
2010-02-26,Tamale,39.1
2010-02-26,Techiman,27.2
2010-02-26,Tema,26.7
2010-02-26,Wa,47.0
2010-02-27,Accra,26.1
2010-02-27,Bolgatanga,87.6
2010-02-27,Cape Coast,28.3
2010-02-27,Dambai,35.4
2010-02-27,Damongo,39.2
2010-02-27,Goaso,29.4
2010-02-27,Ho,30.4
2010-02-27,Kintampo,35.4
2010-02-27,Koforidua,25.4
2010-02-27,Kumasi,31.0
2010-02-27,Nalerigu,57.7
2010-02-27,Navrongo,81.7
2010-02-27,Sefwi Wiawso,31.4
2010-02-27,Sekondi-Takoradi,24.4
2010-02-27,Somanya,31.4
2010-02-27,Sunyani,30.6
2010-02-27,Tamale,48.7
2010-02-27,Techiman,36.0
2010-02-27,Tema,27.2
2010-02-27,Wa,44.6
2010-02-28,Accra,27.4
2010-02-28,Bolgatanga,112.6
2010-02-28,Cape Coast,27.6
2010-02-28,Dambai,32.6
2010-02-28,Damongo,44.2
2010-02-28,Goaso,31.9
2010-02-28,Ho,29.0
2010-02-28,Kintampo,39.3
2010-02-28,Koforidua,29.4
2010-02-28,Kumasi,32.1
2010-02-28,Nalerigu,104.4
2010-02-28,Navrongo,115.2
2010-02-28,Sefwi Wiawso,28.5
2010-02-28,Sekondi-Takoradi,27.5
2010-02-28,Somanya,27.7
2010-02-28,Sunyani,34.3
2010-02-28,Tamale,38.6
2010-02-28,Techiman,38.3
2010-02-28,Tema,27.7
2010-02-28,Wa,79.7
2010-03-01,Accra,27.7
2010-03-01,Bolgatanga,90.3
2010-03-01,Cape Coast,26.6
2010-03-01,Dambai,32.0
2010-03-01,Damongo,45.4
2010-03-01,Goaso,27.5
2010-03-01,Ho,28.9
2010-03-01,Kintampo,35.4
2010-03-01,Koforidua,29.9
2010-03-01,Kumasi,27.9
2010-03-01,Nalerigu,85.0
2010-03-01,Navrongo,93.9
2010-03-01,Sefwi Wiawso,26.9
2010-03-01,Sekondi-Takoradi,28.6
2010-03-01,Somanya,29.6
2010-03-01,Sunyani,29.0
2010-03-01,Tamale,33.4
2010-03-01,Techiman,29.9
2010-03-01,Tema,27.1
2010-03-01,Wa,84.5
2010-03-02,Accra,28.4
2010-03-02,Bolgatanga,75.6
2010-03-02,Cape Coast,28.5
2010-03-02,Dambai,27.8
2010-03-02,Damongo,37.5
2010-03-02,Goaso,32.8
2010-03-02,Ho,28.8
2010-03-02,Kintampo,36.1
2010-03-02,Koforidua,32.0
2010-03-02,Kumasi,31.9
2010-03-02,Nalerigu,37.7
2010-03-02,Navrongo,84.1
2010-03-02,Sefwi Wiawso,29.1
2010-03-02,Sekondi-Takoradi,28.5
2010-03-02,Somanya,29.9
2010-03-02,Sunyani,33.6
2010-03-02,Tamale,30.5
2010-03-02,Techiman,33.5
2010-03-02,Tema,27.9
2010-03-02,Wa,63.1
2010-03-03,Accra,27.2
2010-03-03,Bolgatanga,99.9
2010-03-03,Cape Coast,28.8
2010-03-03,Dambai,28.7
2010-03-03,Damongo,42.0
2010-03-03,Goaso,29.7
2010-03-03,Ho,30.8
2010-03-03,Kintampo,39.3
2010-03-03,Koforidua,24.3
2010-03-03,Kumasi,30.4
2010-03-03,Nalerigu,97.5
2010-03-03,Navrongo,95.9
2010-03-03,Sefwi Wiawso,29.4
2010-03-03,Sekondi-Takoradi,27.0
2010-03-03,Somanya,30.3
2010-03-03,Sunyani,28.9
2010-03-03,Tamale,43.7
2010-03-03,Techiman,31.2
2010-03-03,Tema,26.1
2010-03-03,Wa,85.9
2010-03-04,Accra,25.5
2010-03-04,Bolgatanga,86.5
2010-03-04,Cape Coast,26.1
2010-03-04,Dambai,28.8
2010-03-04,Damongo,46.1
2010-03-04,Goaso,28.7
2010-03-04,Ho,30.1
2010-03-04,Kintampo,36.2
2010-03-04,Koforidua,29.5
2010-03-04,Kumasi,25.6
2010-03-04,Nalerigu,83.6
2010-03-04,Navrongo,95.5
2010-03-04,Sefwi Wiawso,27.6
2010-03-04,Sekondi-Takoradi,26.1
2010-03-04,Somanya,29.1
2010-03-04,Sunyani,28.6
2010-03-04,Tamale,41.7
2010-03-04,Techiman,30.2
2010-03-04,Tema,24.5
2010-03-04,Wa,97.9
2010-03-05,Accra,27.0
2010-03-05,Bolgatanga,111.2
2010-03-05,Cape Coast,26.1
2010-03-05,Dambai,30.9
2010-03-05,Damongo,43.1
2010-03-05,Goaso,27.7
2010-03-05,Ho,28.4
2010-03-05,Kintampo,33.5
2010-03-05,Koforidua,25.4
2010-03-05,Kumasi,27.2
2010-03-05,Nalerigu,102.4
2010-03-05,Navrongo,105.8
2010-03-05,Sefwi Wiawso,25.7
2010-03-05,Sekondi-Takoradi,24.9
2010-03-05,Somanya,24.4
2010-03-05,Sunyani,28.3
2010-03-05,Tamale,33.2
2010-03-05,Techiman,28.5
2010-03-05,Tema,25.5
2010-03-05,Wa,84.0
2010-03-06,Accra,24.0
2010-03-06,Bolgatanga,84.0
2010-03-06,Cape Coast,26.6
2010-03-06,Dambai,29.1
2010-03-06,Damongo,32.6
2010-03-06,Goaso,25.7
2010-03-06,Ho,29.9
2010-03-06,Kintampo,30.7
2010-03-06,Koforidua,25.6
2010-03-06,Kumasi,26.2
2010-03-06,Nalerigu,101.4
2010-03-06,Navrongo,74.8
2010-03-06,Sefwi Wiawso,25.5
2010-03-06,Sekondi-Takoradi,27.4
2010-03-06,Somanya,24.9
2010-03-06,Sunyani,28.5
2010-03-06,Tamale,35.6
2010-03-06,Techiman,25.4
2010-03-06,Tema,22.0
2010-03-06,Wa,38.4
2010-03-07,Accra,24.9
2010-03-07,Bolgatanga,48.6
2010-03-07,Cape Coast,27.4
2010-03-07,Dambai,29.3
2010-03-07,Damongo,34.2
2010-03-07,Goaso,32.5
2010-03-07,Ho,25.9
2010-03-07,Kintampo,32.4
2010-03-07,Koforidua,26.0
2010-03-07,Kumasi,30.8
2010-03-07,Nalerigu,24.0
2010-03-07,Navrongo,48.6
2010-03-07,Sefwi Wiawso,29.0
2010-03-07,Sekondi-Takoradi,24.9
2010-03-07,Somanya,28.3
2010-03-07,Sunyani,32.1
2010-03-07,Tamale,24.7
2010-03-07,Techiman,31.8
2010-03-07,Tema,22.7
2010-03-07,Wa,27.6
2010-03-08,Accra,23.0
2010-03-08,Bolgatanga,74.8
2010-03-08,Cape Coast,25.7
2010-03-08,Dambai,31.1
2010-03-08,Damongo,33.5
2010-03-08,Goaso,27.2
2010-03-08,Ho,23.0
2010-03-08,Kintampo,33.8
2010-03-08,Koforidua,23.4
2010-03-08,Kumasi,28.8
2010-03-08,Nalerigu,64.0
2010-03-08,Navrongo,74.6
2010-03-08,Sefwi Wiawso,22.7
2010-03-08,Sekondi-Takoradi,24.9
2010-03-08,Somanya,22.1
2010-03-08,Sunyani,29.6
2010-03-08,Tamale,34.9
2010-03-08,Techiman,31.5
2010-03-08,Tema,23.7
2010-03-08,Wa,22.7
2010-03-09,Accra,24.4
2010-03-09,Bolgatanga,40.1
2010-03-09,Cape Coast,21.4
2010-03-09,Dambai,31.0
2010-03-09,Damongo,26.7
2010-03-09,Goaso,23.6
2010-03-09,Ho,30.0
2010-03-09,Kintampo,26.2
2010-03-09,Koforidua,25.8
2010-03-09,Kumasi,25.1
2010-03-09,Nalerigu,25.3
2010-03-09,Navrongo,29.3
2010-03-09,Sefwi Wiawso,22.3
2010-03-09,Sekondi-Takoradi,22.5
2010-03-09,Somanya,25.8
2010-03-09,Sunyani,24.4
2010-03-09,Tamale,25.2
2010-03-09,Techiman,25.3
2010-03-09,Tema,24.2
2010-03-09,Wa,27.3
2010-03-10,Accra,23.6
2010-03-10,Bolgatanga,23.6
2010-03-10,Cape Coast,23.1
2010-03-10,Dambai,23.0
2010-03-10,Damongo,29.2
2010-03-10,Goaso,24.1
2010-03-10,Ho,23.8
2010-03-10,Kintampo,25.2
2010-03-10,Koforidua,24.5
2010-03-10,Kumasi,24.7
2010-03-10,Nalerigu,28.3
2010-03-10,Navrongo,22.8
2010-03-10,Sefwi Wiawso,23.6
2010-03-10,Sekondi-Takoradi,22.8
2010-03-10,Somanya,23.2
2010-03-10,Sunyani,27.4
2010-03-10,Tamale,24.4
2010-03-10,Techiman,25.7
2010-03-10,Tema,22.0
2010-03-10,Wa,22.4
2010-03-11,Accra,25.3
2010-03-11,Bolgatanga,32.0
2010-03-11,Cape Coast,27.2
2010-03-11,Dambai,25.0
2010-03-11,Damongo,28.6
2010-03-11,Goaso,25.3
2010-03-11,Ho,27.6
2010-03-11,Kintampo,24.3
2010-03-11,Koforidua,27.7
2010-03-11,Kumasi,24.4
2010-03-11,Nalerigu,30.8
2010-03-11,Navrongo,26.4
2010-03-11,Sefwi Wiawso,23.0
